ROW_ID;SOURCE_ID;SOURCE_LABEL;SOURCE_DB;SOURCE_SCHEMA;SOURCE_TABLE;SOURCE_FIELD;TARGET_ID;TARGET_LABEL;TARGET_DB;TARGET_SCHEMA;TARGET_TABLE;TARGET_FIELD;TRANSFORMATION;LINK_VALUE;RAT_SCORE;COLOR
235;10;Order_Details_Product_AGGR@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Product_AGGR;product_quantity_year;13;Order_Details_1997_Extract@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1997_Extract;product_quantity_year;;1;0;aliceblue
236;0;[Order Details]@quantity;MA_NorthWindDB;dbo;[Order Details];quantity;13;Order_Details_1997_Extract@perc_of_product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1997_Extract;perc_of_product_quantity_year;round((cast(a.quantity as numeric (10,2))/cast(d.product_quantity_year as numeric (10,2)))*100,1);1;0;orangered
237;10;Order_Details_Product_AGGR@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Product_AGGR;product_quantity_year;13;Order_Details_1997_Extract@perc_of_product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1997_Extract;perc_of_product_quantity_year;round((cast(a.quantity as numeric (10,2))/cast(d.product_quantity_year as numeric (10,2)))*100,1);1;0;orangered
238;0;[Order Details]@OrderID;MA_NorthWindDB;dbo;[Order Details];OrderID;14;Order_Details_1998_Extract@OrderID;MA_NorthWindDB;dbo;Order_Details_1998_Extract;OrderID;;1;0;aliceblue
239;0;[Order Details]@ProductID;MA_NorthWindDB;dbo;[Order Details];ProductID;14;Order_Details_1998_Extract@ProductID;MA_NorthWindDB;dbo;Order_Details_1998_Extract;ProductID;;1;0;aliceblue
240;0;[Order Details]@UnitPrice;MA_NorthWindDB;dbo;[Order Details];UnitPrice;14;Order_Details_1998_Extract@UnitPrice;MA_NorthWindDB;dbo;Order_Details_1998_Extract;UnitPrice;;1;0;aliceblue
241;0;[Order Details]@Quantity;MA_NorthWindDB;dbo;[Order Details];Quantity;14;Order_Details_1998_Extract@Quantity;MA_NorthWindDB;dbo;Order_Details_1998_Extract;Quantity;;1;0;aliceblue
242;0;[Order Details]@Discount;MA_NorthWindDB;dbo;[Order Details];Discount;14;Order_Details_1998_Extract@Discount;MA_NorthWindDB;dbo;Order_Details_1998_Extract;Discount;;1;0;aliceblue
243;9;Order_Details_Order_AGGR@NrOfProducts;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;NrOfProducts;14;Order_Details_1998_Extract@NrOfProducts;MA_NorthWindDB;dbo;Order_Details_1998_Extract;NrOfProducts;;1;0;aliceblue
244;9;Order_Details_Order_AGGR@avg_order_unitprice;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;avg_order_unitprice;14;Order_Details_1998_Extract@avg_order_unitprice;MA_NorthWindDB;dbo;Order_Details_1998_Extract;avg_order_unitprice;;1;0;aliceblue
245;9;Order_Details_Order_AGGR@max_order_discount;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;max_order_discount;14;Order_Details_1998_Extract@max_order_discount;MA_NorthWindDB;dbo;Order_Details_1998_Extract;max_order_discount;;1;0;aliceblue
246;9;Order_Details_Order_AGGR@min_order_discount;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;min_order_discount;14;Order_Details_1998_Extract@min_order_discount;MA_NorthWindDB;dbo;Order_Details_1998_Extract;min_order_discount;;1;0;aliceblue
247;9;Order_Details_Order_AGGR@total_quantity;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;total_quantity;14;Order_Details_1998_Extract@ total_quantity;MA_NorthWindDB;dbo;Order_Details_1998_Extract; total_quantity;;1;0;aliceblue
248;10;Order_Details_Product_AGGR@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Product_AGGR;product_quantity_year;14;Order_Details_1998_Extract@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1998_Extract;product_quantity_year;;1;0;aliceblue
249;0;[Order Details]@quantity;MA_NorthWindDB;dbo;[Order Details];quantity;14;Order_Details_1998_Extract@perc_of_product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1998_Extract;perc_of_product_quantity_year;round((cast(a.quantity as numeric (10,2))/cast(d.product_quantity_year as numeric (10,2)))*100,1);1;0;orangered
250;10;Order_Details_Product_AGGR@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Product_AGGR;product_quantity_year;14;Order_Details_1998_Extract@perc_of_product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1998_Extract;perc_of_product_quantity_year;round((cast(a.quantity as numeric (10,2))/cast(d.product_quantity_year as numeric (10,2)))*100,1);1;0;orangered
251;2;Categories_Extract@CategoryID;MA_NorthWindDB;dbo;Categories_Extract;CategoryID;30;Categories_Extract.csv@CategoryID;CSV;n/a;Categories_Extract.csv;CategoryID;;1;0;aliceblue
252;2;Categories_Extract@CategoryName;MA_NorthWindDB;dbo;Categories_Extract;CategoryName;30;Categories_Extract.csv@CategoryName;CSV;n/a;Categories_Extract.csv;CategoryName;;1;0;aliceblue
253;2;Categories_Extract@Description;MA_NorthWindDB;dbo;Categories_Extract;Description;30;Categories_Extract.csv@Description;CSV;n/a;Categories_Extract.csv;Description;;1;0;aliceblue
254;4;Customers_Extract@CustomerID;MA_NorthWindDB;dbo;Customers_Extract;CustomerID;31;Customers_Extract.csv@CustomerID;CSV;n/a;Customers_Extract.csv;CustomerID;;1;0;aliceblue
255;4;Customers_Extract@CompanyName;MA_NorthWindDB;dbo;Customers_Extract;CompanyName;31;Customers_Extract.csv@CompanyName;CSV;n/a;Customers_Extract.csv;CompanyName;;1;0;aliceblue
256;4;Customers_Extract@ContactName;MA_NorthWindDB;dbo;Customers_Extract;ContactName;31;Customers_Extract.csv@ContactName;CSV;n/a;Customers_Extract.csv;ContactName;;1;0;aliceblue
257;4;Customers_Extract@ContactTitle;MA_NorthWindDB;dbo;Customers_Extract;ContactTitle;31;Customers_Extract.csv@ContactTitle;CSV;n/a;Customers_Extract.csv;ContactTitle;;1;0;aliceblue
258;4;Customers_Extract@Address;MA_NorthWindDB;dbo;Customers_Extract;Address;31;Customers_Extract.csv@Address;CSV;n/a;Customers_Extract.csv;Address;;1;0;aliceblue
259;4;Customers_Extract@City;MA_NorthWindDB;dbo;Customers_Extract;City;31;Customers_Extract.csv@City;CSV;n/a;Customers_Extract.csv;City;;1;0;aliceblue
260;4;Customers_Extract@Region;MA_NorthWindDB;dbo;Customers_Extract;Region;31;Customers_Extract.csv@Region;CSV;n/a;Customers_Extract.csv;Region;;1;0;aliceblue
261;4;Customers_Extract@PostalCode;MA_NorthWindDB;dbo;Customers_Extract;PostalCode;31;Customers_Extract.csv@PostalCode;CSV;n/a;Customers_Extract.csv;PostalCode;;1;0;aliceblue
262;4;Customers_Extract@Country;MA_NorthWindDB;dbo;Customers_Extract;Country;31;Customers_Extract.csv@Country;CSV;n/a;Customers_Extract.csv;Country;;1;0;aliceblue
263;4;Customers_Extract@Phone;MA_NorthWindDB;dbo;Customers_Extract;Phone;31;Customers_Extract.csv@Phone;CSV;n/a;Customers_Extract.csv;Phone;;1;0;aliceblue
264;4;Customers_Extract@Fax;MA_NorthWindDB;dbo;Customers_Extract;Fax;31;Customers_Extract.csv@Fax;CSV;n/a;Customers_Extract.csv;Fax;;1;0;aliceblue
